age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
45,retired,divorced,basic.9y,no,no,no,cellular,nov,thu,162,3,999,0,nonexistent,0.9,103.569,-33.31,4.802,5227.9,no
51,retired,single,basic.6y,no,no,no,cellular,jul,wed,236,3,999,0,nonexistent,1.2,103.052,-34.18,3.956,5207.7,no
24,retired,married,professional.course,no,no,yes,cellular,jan,fri,149,2,354,0,success,-0.2,97.871,-37.85,4.914,5249.4,no
63,retired,single,unknown,no,yes,yes,cellular,nov,thu,314,5,999,0,nonexistent,1.2,102.608,-41.41,4.364,5218.1,no
47,technician,unknown,university.degree,no,no,no,cellular,mar,mon,350,3,999,0,nonexistent,-0.4,100.176,-33.79,4.471,5261.5,no
43,retired,divorced,high.school,no,yes,yes,cellular,may,thu,343,3,73,0,failure,-0.4,100.233,-36.79,4.467,5237,no
41,blue-collar,single,high.school,no,yes,no,telephone,jun,thu,180,1,269,1,success,0.7,99.14,-41.57,4.812,5245.9,no
30,self-employed,unknown,basic.4y,no,yes,no,cellular,jan,fri,200,1,347,0,failure,0.4,99.172,-35.51,4.807,5206.9,no
60,services,divorced,professional.course,no,yes,yes,telephone,mar,mon,235,4,999,0,nonexistent,-0.5,100.552,-33.78,4.702,5270.6,no
83,technician,divorced,illiterate,no,yes,no,cellular,jun,wed,342,2,999,0,nonexistent,0.3,96.943,-37.58,3.646,5292.7,no
36,self-employed,unknown,basic.9y,no,no,no,cellular,jul,wed,245,3,999,0,nonexistent,0.6,97.361,-41.57,4.932,5227.4,yes
43,unknown,divorced,university.degree,no,no,no,cellular,apr,thu,82,1,999,0,nonexistent,0.2,97.661,-33.48,3.827,5214.9,yes
55,management,divorced,basic.9y,no,yes,no,telephone,apr,wed,96,5,999,0,nonexistent,-0.1,98.256,-37.13,3.826,5279.8,yes
44,management,single,university.degree,no,no,no,cellular,nov,thu,321,2,999,0,nonexistent,0,100.053,-35.44,4.148,5294.5,yes
54,unemployed,single,high.school,no,no,no,cellular,may,tue,295,3,999,0,nonexistent,0.2,99.486,-35.69,4.721,5279.7,no
48,student,unknown,professional.course,no,yes,yes,cellular,may,mon,323,3,999,0,nonexistent,-0.5,100.037,-36.2,4.396,5299.5,yes
20,student,married,unknown,no,yes,yes,cellular,feb,fri,313,2,999,0,nonexistent,0.7,103.412,-32.67,3.79,5293.3,no
22,services,unknown,basic.9y,no,no,no,cellular,oct,tue,227,5,23,2,success,-0.1,96.263,-36.27,4.471,5201.3,yes
28,housemaid,divorced,basic.9y,no,yes,yes,cellular,may,mon,335,3,311,0,failure,0.1,96.698,-36.96,4.249,5290.6,no
38,management,married,high.school,no,yes,no,cellular,aug,mon,355,3,167,1,failure,1,98.467,-33.72,4.353,5208.9,no
33,retired,divorced,basic.9y,no,no,yes,cellular,dec,fri,142,2,999,0,nonexistent,0.2,99.829,-35.54,4.365,5209.3,yes
53,retired,unknown,illiterate,no,no,no,cellular,jul,fri,191,3,258,2,failure,0.7,96.556,-37.3,4.438,5231.5,yes
33,housemaid,divorced,university.degree,no,no,no,cellular,apr,fri,320,4,999,0,nonexistent,0.6,97.586,-33.84,3.766,5261.4,yes
62,blue-collar,divorced,basic.6y,no,yes,no,cellular,jan,wed,203,4,999,0,nonexistent,0.6,103.098,-40.53,4.954,5296,no
48,technician,single,professional.course,no,yes,yes,cellular,dec,fri,335,3,999,0,nonexistent,-0.1,97.564,-32.22,4.687,5209.6,no
32,admin.,unknown,high.school,no,yes,no,cellular,dec,mon,301,2,336,1,success,1.3,100.678,-32.58,4.447,5218.8,no
24,retired,unknown,unknown,no,no,no,cellular,jun,tue,119,4,999,0,nonexistent,1.2,100.978,-40.45,4.002,5282.8,no
34,student,unknown,basic.6y,no,no,no,telephone,oct,fri,239,3,999,0,nonexistent,1.3,102.708,-34.22,3.912,5254.9,no
49,retired,divorced,illiterate,no,no,no,telephone,aug,thu,309,2,999,0,nonexistent,0.5,98.74,-37.3,3.707,5264.5,yes
21,entrepreneur,unknown,high.school,no,yes,yes,cellular,may,wed,87,3,999,0,nonexistent,0.8,98.247,-38.81,4.517,5234.3,no
54,blue-collar,unknown,high.school,no,yes,no,cellular,may,tue,206,1,999,0,nonexistent,1.1,100.62,-32.68,4.28,5207.1,no
39,unknown,married,basic.9y,no,yes,no,cellular,may,wed,132,3,999,0,nonexistent,0.6,101.706,-37.1,3.578,5275.8,no
28,self-employed,divorced,basic.6y,no,no,yes,cellular,jan,mon,75,3,999,0,nonexistent,0.7,97.2,-41.77,3.641,5224.9,no
51,services,single,professional.course,no,yes,no,cellular,jun,tue,260,4,999,0,nonexistent,1.2,97.133,-37.95,4.71,5211.9,no
85,admin.,divorced,illiterate,no,no,no,cellular,may,tue,320,1,999,0,nonexistent,0.1,102.501,-32.13,4.991,5272,no
64,admin.,single,basic.4y,no,yes,no,cellular,jan,mon,305,1,207,0,success,1.3,103.709,-32.49,3.988,5257.1,no
33,entrepreneur,single,professional.course,no,no,no,cellular,nov,wed,128,4,999,0,nonexistent,-0.4,101.83,-41.59,4.183,5225.1,no
57,management,unknown,unknown,no,yes,no,cellular,nov,thu,189,2,999,0,nonexistent,1.2,100.303,-38.22,4.88,5247.6,no
37,retired,married,basic.9y,no,yes,no,cellular,may,wed,144,3,275,0,success,0.9,102.38,-41.96,4.118,5248.9,no
46,retired,married,high.school,no,yes,no,telephone,dec,thu,152,1,999,0,nonexistent,0,99.596,-32.86,4.163,5206.5,no
26,technician,married,basic.6y,no,yes,no,cellular,dec,mon,293,3,999,0,nonexistent,0.4,100.456,-32.88,4.133,5248,no
41,housemaid,unknown,unknown,no,yes,no,cellular,jul,wed,108,5,289,2,failure,0.2,98.829,-32.47,4.031,5248.8,no
43,self-employed,single,basic.9y,no,yes,no,cellular,oct,tue,166,3,123,2,failure,1.5,97.439,-37.48,4.056,5276.8,yes
60,management,divorced,basic.9y,no,yes,no,telephone,jan,thu,206,1,999,0,nonexistent,-0.2,103.329,-37.97,4.203,5255.9,yes
31,unemployed,single,basic.6y,no,no,no,cellular,dec,wed,294,1,999,0,nonexistent,0.5,99.968,-39.86,4.099,5267.2,no
32,services,unknown,unknown,no,yes,yes,cellular,jun,mon,295,2,999,0,nonexistent,1.2,96.275,-39.71,4.93,5213.5,no
45,self-employed,divorced,professional.course,no,no,no,cellular,aug,fri,172,1,999,0,nonexistent,1.3,99.163,-33.6,4.721,5290.8,yes
39,services,divorced,basic.9y,no,no,no,telephone,jun,mon,73,3,999,0,nonexistent,1.4,103.019,-37.25,3.821,5240.4,no
42,admin.,unknown,high.school,no,yes,no,cellular,mar,wed,87,2,999,0,nonexistent,0.5,100.501,-41.23,3.876,5222.2,no
36,retired,divorced,unknown,no,yes,no,cellular,mar,wed,168,5,999,0,nonexistent,0,102.611,-38.2,4.622,5216,yes
54,technician,single,university.degree,no,yes,no,cellular,feb,fri,317,2,999,0,nonexistent,1.4,98.712,-39.69,3.618,5232.6,yes
23,self-employed,married,university.degree,yes,no,yes,cellular,feb,tue,279,3,999,0,nonexistent,1.2,97.78,-37.02,4.38,5239.9,no
52,unemployed,single,basic.6y,no,yes,no,cellular,mar,wed,138,3,999,0,nonexistent,1,97.904,-36.97,4.483,5274.9,no
23,unknown,single,high.school,no,no,no,cellular,jun,tue,86,5,999,0,nonexistent,0.7,98.125,-32.48,4.689,5273.8,yes
26,technician,unknown,professional.course,no,yes,yes,cellular,oct,mon,128,3,999,0,nonexistent,1.2,96.769,-35.45,4.273,5243.2,yes
32,blue-collar,single,basic.6y,no,no,no,cellular,mar,tue,250,4,999,0,nonexistent,-0.3,98.384,-37.15,3.567,5265.4,no
32,unemployed,single,basic.9y,no,yes,no,cellular,apr,fri,206,4,999,0,nonexistent,0.6,103.226,-32.65,4.029,5230.6,no
53,admin.,unknown,basic.6y,no,no,no,telephone,jun,wed,113,5,181,1,failure,1.1,100.161,-40.04,4.641,5223.2,no
52,entrepreneur,single,illiterate,no,no,no,cellular,mar,mon,195,4,999,0,nonexistent,-0.4,98.482,-39.93,4.017,5268.4,yes
38,blue-collar,unknown,university.degree,no,yes,yes,cellular,aug,wed,196,5,299,1,failure,-0.2,98.817,-33.03,4.571,5289,no
43,blue-collar,divorced,illiterate,no,no,no,telephone,jul,mon,228,5,999,0,nonexistent,-0.4,102.786,-32.99,4.839,5273.6,yes
90,retired,divorced,university.degree,no,yes,no,cellular,dec,thu,250,3,999,0,nonexistent,-0.3,102.597,-32.32,4.508,5243.4,no
83,unknown,single,basic.4y,no,yes,no,cellular,nov,thu,355,2,999,0,nonexistent,0.3,99.942,-37.1,4.244,5251,no
23,unemployed,single,university.degree,no,no,yes,cellular,mar,thu,182,3,999,0,nonexistent,1,98.058,-36.37,4.093,5232.3,no
31,admin.,unknown,high.school,no,yes,yes,cellular,feb,thu,247,4,999,0,nonexistent,1.3,97.413,-33.36,4.522,5202,yes
45,admin.,single,high.school,no,no,no,cellular,aug,fri,248,5,999,0,nonexistent,0.1,98.497,-35.42,4.506,5214,no
56,blue-collar,unknown,unknown,no,yes,no,cellular,oct,wed,276,5,999,0,nonexistent,1,103.755,-37.08,3.791,5292.2,no
22,unknown,single,basic.6y,no,yes,no,cellular,mar,tue,80,1,999,0,nonexistent,1,99.29,-41.52,4.915,5245.2,no
30,unemployed,single,basic.6y,no,yes,no,cellular,jul,thu,265,3,222,2,failure,-0.4,96.367,-34.84,4.132,5215.8,yes
42,housemaid,unknown,professional.course,no,no,no,cellular,may,tue,342,4,999,0,nonexistent,1.2,98.212,-36.32,4.939,5214.9,no
23,services,married,high.school,no,yes,no,cellular,mar,thu,216,1,352,1,success,0.9,97.504,-35.33,4.796,5247.2,no
51,entrepreneur,unknown,illiterate,no,yes,no,cellular,may,mon,199,4,999,0,nonexistent,1.4,98.875,-40.24,3.942,5253.4,no
21,technician,divorced,basic.6y,no,no,yes,cellular,jul,mon,262,1,999,0,nonexistent,0.8,97.171,-35.22,4.796,5240.3,yes
39,self-employed,single,basic.6y,no,yes,no,cellular,may,thu,359,3,999,0,nonexistent,0.9,100.076,-33.68,4.15,5235.9,no
46,student,single,high.school,yes,yes,no,cellular,jan,mon,294,1,999,0,nonexistent,0.8,103.949,-37.06,4.789,5274.1,no
81,unknown,married,basic.6y,no,yes,no,cellular,nov,mon,115,5,144,2,failure,0.9,101.583,-37.21,3.601,5241.3,no
61,admin.,single,illiterate,yes,yes,no,cellular,feb,fri,107,2,999,0,nonexistent,1,103.037,-39.12,4.118,5251.9,no
38,entrepreneur,unknown,basic.4y,no,yes,yes,cellular,oct,fri,149,4,999,0,nonexistent,0.7,99.162,-32.13,4.525,5233.4,no
48,blue-collar,divorced,university.degree,no,yes,no,cellular,may,fri,325,5,999,0,nonexistent,0.1,99.658,-38.73,3.727,5216.1,no
58,entrepreneur,single,university.degree,no,yes,yes,cellular,mar,mon,64,1,39,2,failure,0.9,98.485,-41.49,3.711,5278.5,no
22,unemployed,divorced,illiterate,yes,yes,no,cellular,apr,tue,239,2,999,0,nonexistent,0.4,102.521,-38.37,4.318,5227.6,no
73,housemaid,single,professional.course,no,yes,yes,cellular,apr,fri,214,3,8,0,success,0.7,100.632,-36.4,3.807,5251.1,no
54,self-employed,unknown,high.school,no,no,no,cellular,jan,thu,71,4,999,0,nonexistent,1,96.765,-39.26,4.76,5246.3,no
34,unknown,unknown,unknown,no,no,yes,cellular,may,thu,188,1,356,2,failure,-0.1,102.394,-37.49,4.662,5265.3,no
53,technician,divorced,unknown,no,yes,yes,cellular,feb,thu,261,1,999,0,nonexistent,0.5,98.481,-34.1,4.98,5202.1,yes
27,management,single,high.school,no,yes,no,cellular,mar,tue,79,4,999,0,nonexistent,0.3,102.17,-41.77,3.731,5236.3,no
61,retired,unknown,high.school,no,yes,yes,cellular,apr,mon,231,5,321,2,failure,0.3,101.348,-33.62,4.183,5204.6,no
49,unemployed,divorced,university.degree,no,yes,no,cellular,dec,wed,279,1,999,0,nonexistent,0,103.523,-36.26,3.545,5284.1,no
33,blue-collar,married,basic.6y,no,no,yes,cellular,apr,tue,126,1,999,0,nonexistent,0,103.305,-37.24,4.314,5217,no
26,retired,divorced,basic.9y,no,yes,no,cellular,dec,thu,259,4,999,0,nonexistent,0.3,100.674,-35.2,3.619,5257.2,no
72,blue-collar,unknown,basic.9y,no,no,yes,cellular,apr,fri,201,5,999,0,nonexistent,1.2,101.63,-33.7,4.455,5273.6,no
87,housemaid,single,high.school,no,yes,yes,cellular,feb,fri,258,4,342,1,success,0.9,102.029,-38.97,3.726,5298.8,no
27,student,single,professional.course,no,yes,yes,cellular,feb,wed,266,5,999,0,nonexistent,0.5,99.722,-33.3,4.476,5230.3,no
28,technician,unknown,basic.9y,no,no,no,telephone,nov,tue,358,2,999,0,nonexistent,1.5,97.254,-40.34,4.873,5267.9,no
39,services,unknown,professional.course,no,yes,yes,telephone,jun,tue,338,1,999,0,nonexistent,0.4,100.023,-38.16,4.864,5227.2,no
31,self-employed,unknown,university.degree,no,yes,no,cellular,may,tue,133,5,999,0,nonexistent,0.2,101.986,-37.45,4.022,5298.7,no
42,entrepreneur,unknown,basic.4y,no,yes,no,cellular,jun,tue,90,2,999,0,nonexistent,0.1,101.206,-41.8,3.654,5233.5,no
64,self-employed,married,professional.course,no,no,no,cellular,may,mon,194,1,192,0,success,0.2,100.581,-36,4.002,5223.6,yes
52,housemaid,married,illiterate,no,yes,yes,cellular,jul,thu,177,3,999,0,nonexistent,0.7,98.339,-33.67,3.619,5251.9,no
39,blue-collar,unknown,university.degree,no,yes,no,cellular,sep,wed,164,2,999,0,nonexistent,-0.3,96.367,-33.06,4.493,5231,no
20,retired,single,high.school,no,yes,no,cellular,jun,fri,267,3,999,0,nonexistent,0.9,99.496,-38.14,4.398,5265.9,no
35,management,married,high.school,no,yes,yes,cellular,jun,thu,63,4,999,0,nonexistent,0.5,103.94,-37.4,3.971,5234.5,no
61,student,unknown,high.school,no,no,no,cellular,nov,mon,334,2,999,0,nonexistent,-0.1,98.798,-32.07,3.723,5254.6,no
32,entrepreneur,unknown,basic.9y,yes,no,yes,cellular,mar,tue,342,5,999,0,nonexistent,0.6,98.993,-36.66,4.877,5297.2,no
59,student,single,basic.6y,no,yes,yes,cellular,jul,mon,130,4,999,0,nonexistent,1.5,101.826,-41.05,3.856,5264.1,no
71,housemaid,married,high.school,no,yes,no,cellular,jul,fri,88,5,123,2,success,1.3,100.821,-33.28,4.911,5270.8,no
58,retired,divorced,university.degree,yes,no,no,cellular,mar,tue,191,4,999,0,nonexistent,0.4,98.293,-36.56,3.646,5266.7,no
59,unknown,unknown,basic.4y,no,yes,yes,telephone,nov,tue,253,4,999,0,nonexistent,0.5,97.585,-34.84,3.871,5200.8,yes
37,management,married,professional.course,no,no,yes,cellular,apr,wed,283,3,999,0,nonexistent,1.2,103.165,-39.97,4.349,5200.8,no
37,unknown,unknown,basic.6y,no,yes,no,cellular,feb,wed,165,5,176,1,success,0.3,100.783,-35.89,3.596,5276.7,no
36,unknown,married,basic.4y,no,no,no,cellular,jun,tue,100,5,137,1,failure,1,99.58,-34.12,4.759,5277.2,no
44,student,married,unknown,no,no,no,cellular,feb,mon,346,4,999,0,nonexistent,-0.1,96.145,-35.37,4.744,5269.2,no
43,admin.,married,high.school,no,yes,no,cellular,mar,fri,303,3,999,0,nonexistent,0.2,101.904,-40.71,4.551,5221.8,no
54,admin.,single,basic.9y,no,yes,yes,cellular,jun,mon,340,1,999,0,nonexistent,-0.2,99.766,-39.52,3.984,5201.4,no
56,technician,single,professional.course,no,no,yes,telephone,nov,thu,217,5,999,0,nonexistent,0,103.985,-40.76,4.539,5297.3,no
35,unknown,divorced,basic.9y,no,no,no,cellular,may,fri,168,1,999,0,nonexistent,-0.3,102.979,-38.57,3.72,5231.6,no
47,entrepreneur,unknown,high.school,no,yes,yes,cellular,feb,wed,205,3,999,0,nonexistent,0.2,101.046,-40.07,4.847,5201.9,yes
43,unknown,single,unknown,no,yes,yes,telephone,jan,thu,86,4,999,0,nonexistent,0.8,102.518,-36.76,4.904,5236.3,no
68,retired,unknown,unknown,no,no,no,cellular,sep,thu,108,1,364,0,failure,0.4,100.923,-34.86,4.652,5288.6,no
29,unemployed,married,university.degree,no,yes,no,cellular,jul,wed,228,3,14,2,failure,-0.2,101.364,-40.62,3.745,5285.6,yes
39,self-employed,single,university.degree,no,no,yes,cellular,oct,tue,134,4,44,0,success,0.2,100.415,-34.3,4.319,5248.7,no
26,blue-collar,married,basic.4y,no,yes,no,cellular,mar,tue,328,5,999,0,nonexistent,1.3,99.116,-40.08,4.578,5280,yes
41,unemployed,unknown,unknown,no,no,no,cellular,sep,thu,110,2,312,0,success,-0.1,103.868,-36.31,4.776,5278.4,yes
28,self-employed,single,basic.4y,no,yes,no,cellular,oct,wed,151,5,999,0,nonexistent,1.4,99.285,-36.41,3.861,5280.1,no
22,retired,divorced,professional.course,no,no,yes,cellular,nov,fri,82,3,999,0,nonexistent,0.2,103.787,-38.49,4.76,5273.7,yes
45,technician,divorced,professional.course,no,no,no,cellular,aug,wed,147,5,999,0,nonexistent,-0.4,100.805,-39.3,4.449,5247.7,no
71,self-employed,single,university.degree,no,no,yes,cellular,dec,wed,106,4,165,2,success,-0.4,96.276,-38.31,4.967,5240.3,yes
40,management,married,unknown,no,yes,yes,cellular,nov,fri,147,1,999,0,nonexistent,-0.5,97.654,-39.65,3.654,5238.3,no
18,student,unknown,high.school,no,no,no,cellular,jan,wed,314,1,59,1,failure,-0.2,96.553,-35.11,4.324,5270.7,no
40,housemaid,married,basic.6y,no,yes,no,cellular,nov,thu,127,1,999,0,nonexistent,1.1,99.684,-36.17,4.837,5284.2,no
36,admin.,single,illiterate,yes,no,no,cellular,jul,wed,93,4,999,0,nonexistent,0.1,103.178,-34.82,4.122,5287.4,yes
59,retired,single,unknown,no,yes,no,cellular,mar,tue,168,2,999,0,nonexistent,0.4,97.971,-33.32,4.523,5272,yes
26,retired,married,basic.6y,no,yes,yes,cellular,oct,wed,227,3,999,0,nonexistent,-0.1,102.043,-33.46,4.549,5223.9,no
46,blue-collar,unknown,illiterate,no,yes,yes,telephone,jan,thu,96,1,999,0,nonexistent,0.9,103.074,-39.08,4.727,5279.5,no
55,blue-collar,divorced,professional.course,no,yes,no,cellular,oct,mon,131,4,324,2,success,0.2,99.827,-39.83,4.276,5283.3,no
81,services,divorced,basic.4y,no,yes,yes,telephone,jun,thu,220,1,355,0,success,0.7,97.245,-32.6,3.92,5203.9,no
35,housemaid,unknown,university.degree,no,yes,no,cellular,jul,wed,121,1,999,0,nonexistent,0.1,100.136,-36.61,3.762,5267.8,no
49,student,married,unknown,no,yes,yes,telephone,mar,thu,166,2,301,1,failure,1.2,102.715,-32.31,3.591,5238.9,yes
77,retired,divorced,professional.course,no,yes,no,telephone,feb,thu,266,3,230,2,success,0.8,101.056,-40.53,4.122,5216.5,no
25,retired,divorced,high.school,no,yes,yes,telephone,apr,fri,164,4,999,0,nonexistent,0.4,97.9,-41.92,4.413,5237.4,no
47,housemaid,married,basic.4y,no,yes,no,cellular,feb,tue,150,2,135,1,failure,0.3,98.01,-41.63,4.158,5266.6,no
47,entrepreneur,divorced,illiterate,no,no,no,cellular,aug,mon,315,5,999,0,nonexistent,0.8,98.777,-41.99,3.873,5260.3,yes
56,student,single,university.degree,no,no,no,cellular,mar,wed,246,5,348,0,success,0,97.761,-39.4,4.113,5272.4,no
40,entrepreneur,divorced,basic.4y,no,yes,no,cellular,mar,mon,84,3,999,0,nonexistent,0.3,96.177,-33.2,3.729,5252.6,no
44,housemaid,divorced,basic.4y,no,no,yes,cellular,jun,tue,154,3,272,0,success,-0.3,98.846,-36.11,4.09,5206.2,no
48,self-employed,divorced,high.school,no,no,no,cellular,may,mon,97,3,999,0,nonexistent,1.2,101.73,-39.45,4.53,5290.5,yes
46,student,divorced,basic.6y,no,yes,no,cellular,mar,tue,332,2,999,0,nonexistent,0.4,100.782,-32.55,4.496,5230.2,no
60,student,married,basic.6y,no,no,yes,cellular,jan,tue,271,5,999,0,nonexistent,1.3,100.881,-36.39,4.376,5295.5,yes
57,services,married,basic.6y,no,no,yes,cellular,jan,tue,242,4,203,1,failure,0.7,98.97,-38.68,4.196,5271.8,yes
51,self-employed,single,basic.6y,no,yes,no,cellular,jun,thu,280,4,282,1,success,0.5,103.981,-39.07,4.211,5289.2,no
38,technician,unknown,high.school,no,yes,no,cellular,may,wed,273,2,999,0,nonexistent,1.1,97.518,-39.24,3.986,5275.4,no
37,unknown,unknown,illiterate,no,no,yes,cellular,jul,wed,352,1,39,2,failure,0.8,98.117,-40.75,4.148,5267.1,no
51,admin.,divorced,high.school,no,yes,yes,cellular,mar,wed,292,2,196,0,success,0.3,100.111,-39.48,4.27,5201.5,no
38,technician,single,basic.4y,no,yes,yes,cellular,jun,fri,99,2,999,0,nonexistent,0.7,101.575,-32.17,4.581,5203.3,yes
27,management,married,unknown,no,no,no,cellular,aug,tue,342,4,326,1,success,0.1,97.83,-33.72,3.858,5251.3,yes
59,retired,divorced,illiterate,no,yes,yes,cellular,may,wed,293,5,135,1,success,0,101.687,-39.5,4.923,5238.3,no
61,unknown,married,unknown,no,yes,no,cellular,sep,thu,146,3,999,0,nonexistent,1.1,100.033,-34.41,4.755,5288.7,no
27,technician,divorced,unknown,no,yes,no,cellular,oct,thu,344,1,999,0,nonexistent,1,101.436,-41.74,3.967,5267.5,no
45,unemployed,single,high.school,no,no,yes,cellular,jan,tue,160,2,999,0,nonexistent,0.8,98.734,-40.96,4.037,5226.1,no
39,unemployed,married,basic.4y,yes,yes,yes,cellular,dec,thu,204,2,999,0,nonexistent,1.3,98.54,-35.29,4.008,5242,yes
33,management,unknown,unknown,no,yes,no,cellular,oct,wed,271,3,999,0,nonexistent,0.7,101.65,-36.22,4.973,5221.1,no
34,services,unknown,basic.9y,yes,no,no,cellular,dec,tue,346,2,34,1,failure,1.1,100.977,-37.38,4.915,5230.1,no
34,blue-collar,divorced,university.degree,no,no,no,telephone,jun,mon,200,5,164,2,failure,-0.5,103.898,-36.19,4.919,5266.6,no
43,technician,unknown,high.school,no,yes,no,cellular,jun,fri,148,2,999,0,nonexistent,0.9,99.746,-39.6,4.41,5264.5,no
70,self-employed,married,unknown,no,yes,yes,cellular,jun,wed,74,3,999,0,nonexistent,0.5,98.552,-40.8,4.496,5204.8,no
32,self-employed,divorced,professional.course,no,no,no,cellular,sep,tue,76,1,999,0,nonexistent,0.9,101.575,-36.91,4.171,5236.5,yes
50,unknown,unknown,unknown,no,yes,yes,cellular,sep,tue,214,5,999,0,nonexistent,0.5,97.894,-32.28,4.753,5266.1,no
60,self-employed,married,high.school,yes,yes,no,cellular,jun,thu,283,3,63,1,failure,0.6,100.542,-37.26,4,5239.3,no
44,services,single,basic.4y,yes,yes,yes,cellular,jan,wed,60,2,999,0,nonexistent,-0.5,103.564,-39.8,4.388,5285.9,no
39,self-employed,married,university.degree,no,yes,no,cellular,dec,wed,274,2,999,0,nonexistent,0.4,100.522,-40.07,3.644,5297.3,no
61,technician,divorced,basic.4y,no,yes,no,cellular,nov,fri,109,1,999,0,nonexistent,1,102.746,-33.3,4.844,5211.4,no
20,retired,unknown,basic.9y,no,no,yes,telephone,jan,thu,221,3,999,0,nonexistent,-0.2,101.714,-34.73,3.701,5259.2,no
43,admin.,single,basic.6y,no,yes,no,cellular,jul,wed,280,4,999,0,nonexistent,1,98.041,-34.04,4.917,5259.2,no
34,entrepreneur,divorced,high.school,no,no,no,cellular,jun,fri,122,4,202,1,success,-0.4,98.058,-35.51,3.55,5207.1,yes
48,technician,married,illiterate,no,yes,no,cellular,oct,tue,331,5,286,1,success,1.3,103.463,-34.86,4.536,5216.3,no
52,retired,divorced,basic.4y,no,yes,no,cellular,aug,fri,293,3,999,0,nonexistent,0.4,96.982,-32.68,3.78,5205.9,yes
33,technician,married,unknown,no,yes,yes,cellular,aug,thu,266,5,999,0,nonexistent,0.5,97.64,-38.13,4.241,5204.7,no
56,admin.,unknown,basic.6y,no,no,yes,telephone,aug,mon,153,5,106,1,failure,-0.4,103.419,-33.99,3.937,5238.6,no
18,technician,married,unknown,no,yes,yes,telephone,nov,wed,302,5,337,0,success,-0.2,102.558,-37.18,3.784,5299.3,no
43,technician,single,basic.4y,yes,yes,no,cellular,mar,thu,234,2,45,1,success,1.1,100.975,-41.82,4.697,5247.6,no
53,services,married,basic.4y,no,yes,no,cellular,aug,tue,95,2,999,0,nonexistent,0.2,99.698,-40.92,4.292,5267,yes
45,services,unknown,university.degree,no,yes,no,cellular,aug,mon,292,1,14,2,success,1,97.837,-39.35,3.916,5294.6,yes
25,entrepreneur,divorced,basic.9y,no,yes,yes,cellular,dec,mon,305,1,999,0,nonexistent,0.5,103.22,-37.34,4.462,5283.3,yes
37,self-employed,married,illiterate,no,yes,no,cellular,apr,mon,231,2,999,0,nonexistent,1.3,103.327,-40.98,4.497,5235.4,no
37,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,278,3,999,0,nonexistent,0.3,98.277,-39.43,3.568,5255.4,no
44,admin.,unknown,basic.9y,no,yes,no,cellular,sep,wed,251,1,999,0,nonexistent,0.7,101.807,-32.08,4.015,5299.1,yes
54,entrepreneur,divorced,basic.4y,no,yes,no,cellular,jan,wed,237,3,47,0,success,1.3,98.497,-34.15,3.922,5259.3,no
40,entrepreneur,divorced,university.degree,no,yes,yes,cellular,jul,mon,207,2,999,0,nonexistent,0.1,101.882,-36.13,4.707,5228.5,yes
18,blue-collar,single,basic.4y,no,no,no,cellular,aug,tue,202,3,361,0,success,-0.5,96.643,-41.36,3.577,5244.2,yes
69,management,divorced,unknown,no,yes,yes,cellular,apr,tue,170,5,999,0,nonexistent,-0.4,99.442,-38.47,3.683,5218.2,yes
27,blue-collar,married,university.degree,no,yes,no,cellular,nov,fri,137,3,999,0,nonexistent,0.8,96.858,-40.54,4.218,5256,no
63,self-employed,unknown,illiterate,no,yes,no,cellular,jul,wed,337,4,999,0,nonexistent,0.2,100.32,-39.23,3.639,5262.5,no
36,retired,single,university.degree,no,yes,no,cellular,oct,tue,319,1,33,1,success,0.2,98.832,-37.21,4.774,5209,yes
30,unknown,divorced,illiterate,no,no,yes,telephone,jun,tue,215,1,999,0,nonexistent,0.5,100.259,-34.09,3.917,5219.8,yes
38,unknown,divorced,basic.4y,no,yes,yes,cellular,sep,fri,296,3,336,0,failure,0.7,98.622,-33.69,4.662,5229.7,no
68,entrepreneur,unknown,basic.9y,no,no,no,cellular,jun,tue,253,5,94,0,failure,0.4,103.556,-34.76,4.207,5255.3,no
28,unknown,unknown,basic.9y,no,yes,no,cellular,sep,tue,115,2,999,0,nonexistent,-0.4,102.488,-41.83,3.997,5281.9,no
49,self-employed,married,unknown,no,yes,yes,cellular,dec,tue,125,4,999,0,nonexistent,-0.4,103.072,-32.09,4.807,5230.1,no
45,services,divorced,unknown,no,no,yes,cellular,oct,thu,330,1,999,0,nonexistent,1.1,102.187,-33.14,3.752,5255.8,no
37,unknown,married,illiterate,no,yes,no,cellular,jan,wed,154,4,999,0,nonexistent,0.6,103.219,-37.36,4.904,5208.7,no
48,blue-collar,single,unknown,no,yes,no,cellular,jul,fri,181,5,999,0,nonexistent,1.4,96.708,-35.49,4.395,5204.1,yes
42,self-employed,married,illiterate,no,yes,no,cellular,aug,fri,211,2,111,1,failure,0.6,97.666,-38.69,4.123,5217.3,no
33,technician,married,illiterate,no,yes,yes,cellular,oct,mon,182,4,999,0,nonexistent,1,98.873,-36.22,4.018,5274,no
70,technician,unknown,basic.9y,no,no,no,cellular,nov,fri,69,5,999,0,nonexistent,1,100.768,-33.2,4.163,5296.8,no
